current_bpm,avg_bpm,min_bpm,max_bpm,std_bpm,change_bpm,label
107.85,90.22,41.72,111.27,18.11,14.7,UNUSUAL_PATTERN
85.7,83.34,80.12,89.44,5.13,5.74,NORMAL
75.49,78.03,67.92,83.57,2.82,-0.3,NORMAL
40.0,66.84,44.42,79.37,6.65,-27.4,UNUSUAL_PATTERN
82.08,78.88,75.25,84.68,3.89,3.65,NORMAL
71.65,74.57,71.46,78.14,4.93,2.9,NORMAL
77.92,73.43,72.87,85.39,5.57,-2.15,NORMAL
64.18,65.09,55.66,71.87,3.16,-2.18,NORMAL
62.63,62.56,56.56,71.56,3.59,-2.72,NORMAL
81.07,78.09,76.38,87.88,3.26,-4.23,NORMAL
45.62,64.01,39.79,77.49,12.92,-14.42,UNUSUAL_PATTERN
84.34,83.42,77.29,92.3,3.09,-0.44,NORMAL
111.58,90.05,73.76,122.79,9.65,11.31,UNUSUAL_PATTERN
66.89,65.83,59.74,78.04,5.73,0.58,NORMAL
85.65,80.61,75.89,91.96,1,2.56,NORMAL
74.52,78.58,67.56,82.83,1.99,-2.07,NORMAL
81.89,80.9,77.92,88.36,2.08,-5.13,NORMAL
81.28,77.19,73.41,83.95,4.36,2.31,NORMAL
77.77,72.84,70.24,88.5,6.06,2.31,NORMAL
78.08,79.19,69.93,87.26,1,0.7,NORMAL
87.71,77.69,84.44,96.43,2.83,-0.56,NORMAL
90.34,81.7,84.32,97.94,2.52,-4.52,NORMAL
71.74,71.39,63.6,77.15,3.42,-4.49,NORMAL
45.7,77.03,41.9,80.25,9.82,-20.59,UNUSUAL_PATTERN
87.4,83.13,80.97,93.14,5.11,-2.93,NORMAL
83.51,78.53,79.46,87.91,5.38,-3.05,NORMAL
82.64,82.86,74.42,89.88,3.7,1.9,NORMAL
95.58,93.39,94.69,103.09,3.21,-6.12,NORMAL
81.29,74.39,74.42,91.35,1.86,-3.9,NORMAL
77.69,70.72,69.37,78.19,4.76,1.86,NORMAL
68.75,76.1,65.35,72.27,2.08,-0.51,NORMAL
121.18,86.05,47.24,113.11,16.07,-16.82,UNUSUAL_PATTERN
77.33,81.29,72.22,82.29,5.0,-7.39,NORMAL
98.68,91.52,92.25,103.52,5.0,-3.21,NORMAL
83.46,74.35,76.97,92.37,3.54,-3.45,NORMAL
86.03,79.34,83.0,93.14,5.15,-2.28,NORMAL
63.67,66.16,56.48,72.16,1.14,1.24,NORMAL
82.41,75.31,76.78,88.06,4.21,6.03,NORMAL
84.63,82.21,82.08,86.43,4.52,5.05,NORMAL
70.02,74.02,65.4,77.04,7.45,-0.25,NORMAL
71.23,74.46,62.51,77.02,5.44,0.98,NORMAL
68.66,73.91,57.4,77.79,3.6,-1.52,NORMAL
71.32,75.9,67.81,77.96,4.33,3.64,NORMAL
82.16,84.32,72.9,91.6,2.95,-0.16,NORMAL
87.82,87.29,83.25,94.62,5.61,2.02,NORMAL
77.81,75.7,70.54,83.58,5.31,0.25,NORMAL
64.72,70.89,56.1,73.88,3.1,2.67,NORMAL
116.12,77.12,47.96,113.14,29.38,-33.64,UNUSUAL_PATTERN
114.8,74.63,50.25,121.3,17.09,-6.21,UNUSUAL_PATTERN
81.08,79.08,70.56,85.96,3.59,0.03,NORMAL
79.28,83.81,69.64,87.21,1.75,4.37,NORMAL
73.84,71.25,67.43,80.69,5.84,2.32,NORMAL
70.27,69.64,57.21,77.32,2.63,10.86,NORMAL
84.94,83.65,79.96,90.6,2.84,2.57,NORMAL
76.79,74.22,66.5,87.35,3.71,-1.35,NORMAL
83.95,72.82,74.2,94.26,4.56,-1.51,NORMAL
84.72,81.64,79.52,93.52,5.82,-2.64,NORMAL
72.55,71.02,67.41,80.41,4.99,-4.53,NORMAL
75.94,77.31,75.18,82.22,4.09,0.38,NORMAL
80.62,76.82,71.96,87.88,3.23,-2.15,NORMAL
96.46,91.13,88.06,104.16,2.52,3.29,NORMAL
88.3,86.5,81.19,94.24,4.45,-3.8,NORMAL
77.21,83.86,68.66,86.12,4.7,7.3,NORMAL
44.05,73.5,42.0,112.75,19.06,13.11,UNUSUAL_PATTERN
111.23,90.86,74.58,115.86,13.77,2.14,UNUSUAL_PATTERN
91.27,85.24,86.11,96.02,3.52,1.92,NORMAL
47.53,64.97,40.43,90.89,13.1,-10.9,UNUSUAL_PATTERN
70.55,75.92,65.5,75.41,2.11,-1.78,NORMAL
81.04,79.73,72.66,85.45,3.24,-5.49,NORMAL
96.09,93.51,91.23,105,5.4,8.02,NORMAL
84.08,81.55,80.72,85.47,2.04,1.99,NORMAL
111.04,96.07,83.14,121.15,12.31,10.6,UNUSUAL_PATTERN
75.92,78.52,75.21,82.0,3.98,-4.03,NORMAL
86.17,74.9,79.4,89.47,3.19,6.12,NORMAL
75.9,79.99,67.11,80.33,2.16,1.57,NORMAL
107.59,74.32,36.7,110.21,15.38,20.49,UNUSUAL_PATTERN
35.58,66.38,48.89,80.91,10.27,-12.29,UNUSUAL_PATTERN
78.42,79.95,70.67,84.47,4.2,6.42,NORMAL
67.13,70.76,60.4,72.29,3.17,9.88,NORMAL
76.13,75.31,71.01,84.77,4.97,2.94,NORMAL
116.79,99.22,76.73,121.11,12.64,13.7,UNUSUAL_PATTERN
78.26,80.36,68.7,82.13,3.24,-2.01,NORMAL
87.72,88.85,84.47,92.72,4.28,4.34,NORMAL
83.44,79.95,72.88,93.99,1.97,1.87,NORMAL
69.61,70.59,59.56,77.82,3.93,3.73,NORMAL
76.46,78.26,71.16,84.72,2.87,3.0,NORMAL
79.85,74.6,68.05,82.9,2.51,4.62,NORMAL
91.89,81.38,86.49,100.81,4.88,4.95,NORMAL
46.69,65.94,41.74,72.94,10.04,-15.48,UNUSUAL_PATTERN
74.79,75.89,71.17,76.91,2.49,0.17,NORMAL
71.32,71.55,64.89,79.15,4.16,-4.65,NORMAL
71.86,75.25,67.13,76.98,3.77,8.22,NORMAL
90.03,88.19,88.78,95.29,4.34,2.75,NORMAL
122.93,91.43,43.28,108.26,12.7,12.47,UNUSUAL_PATTERN
121.92,110.8,64.68,119.44,17.02,17.79,UNUSUAL_PATTERN
54.67,68.45,39.33,78.55,12.32,-13.95,UNUSUAL_PATTERN
84.18,81.63,76.42,86.53,4.68,-1.68,NORMAL
72.17,78.25,66.49,79.54,3.0,1.23,NORMAL
82.39,82.76,72.96,91.14,4.83,1.78,NORMAL
83.83,84.17,78.97,93.43,4.8,3.46,NORMAL
79.57,72.4,73.11,87.63,2.85,-3.15,NORMAL
114.31,98.65,81.89,115.37,15.89,18.54,UNUSUAL_PATTERN
84.1,84.74,74.84,94.89,1,0.23,NORMAL
89.26,85.83,82.08,95.37,2.59,3.87,NORMAL
122.72,94.15,84.98,120.99,14.98,11.59,UNUSUAL_PATTERN
78.9,81.16,76.96,91.84,5.18,1.36,NORMAL
71.33,77.68,61.97,76.74,4.58,0.01,NORMAL
76.95,76.51,74.44,83.37,4.87,7.53,NORMAL
83.33,84.38,79.6,88.19,3.79,6.94,NORMAL
81.97,78.02,73.8,86.99,5.23,0.77,NORMAL
77.2,79.21,70.74,81.75,2.45,-0.63,NORMAL
93.07,93.67,83.52,98.06,3.74,-2.1,NORMAL
77.21,83.09,72.69,82.63,3.64,8.96,NORMAL
84.85,84.34,79.39,92.61,7.21,-1.19,NORMAL
109.9,80.36,79.94,117.67,12.68,11.76,UNUSUAL_PATTERN
49.22,68.64,45.09,72.57,8.82,-14.44,UNUSUAL_PATTERN
103.18,90.27,74.8,117.64,9.31,-0.71,UNUSUAL_PATTERN
87.12,82.36,83.48,91.48,4.93,0.12,NORMAL
100,89.23,97.85,105,2.74,4.88,NORMAL
77.45,80.12,71.55,84.73,5.24,10.75,NORMAL
65.6,62.36,59.52,73.32,3.21,3.36,NORMAL
82.45,84.28,75.45,90.09,2.33,-1.19,NORMAL
102.38,92.87,81.06,125.62,13.91,6.59,UNUSUAL_PATTERN
69.77,71.56,63.94,78.18,5.4,-4.25,NORMAL
117.69,76.99,64.52,122.24,12.43,18.22,UNUSUAL_PATTERN
82.8,86.55,80.67,87.67,1.95,-1.88,NORMAL
65.15,67.06,55,75.64,3.79,-5.69,NORMAL
112.03,93.23,77.62,123.94,12.06,14.41,UNUSUAL_PATTERN
82.22,78.24,78.25,90.43,3.87,0.7,NORMAL
110.32,70.23,45.67,112.39,17.72,16.14,UNUSUAL_PATTERN
60,64.65,55,68.62,4.88,-4.41,NORMAL
67.72,70.91,63.39,75.13,4.11,4.18,NORMAL
114.62,82.06,75.73,119.6,12.51,-0.6,UNUSUAL_PATTERN
48.3,59.84,43.96,79.53,11.84,-17.97,UNUSUAL_PATTERN
75.76,80.68,68.36,85.36,6.56,3.46,NORMAL
87.64,86.34,85.43,97.56,3.91,2.6,NORMAL
72.69,76.61,64.91,78.94,2.76,-5.81,NORMAL
62.39,61.62,56.6,67.89,2.26,6.48,NORMAL
67.79,74.99,57.52,69.13,5.84,-4.56,NORMAL
71.6,86.06,68.8,78.08,3.16,-3.66,NORMAL
123.63,80.04,75.83,121.81,15.8,9.96,UNUSUAL_PATTERN
111.76,95.88,75.3,121.7,8.98,13.42,UNUSUAL_PATTERN
50.45,71.05,39.77,78.59,7.93,-7.92,UNUSUAL_PATTERN
80.22,75.21,73.76,85.12,3.74,3.63,NORMAL
85.25,82.94,76.86,90.55,5.44,-3.9,NORMAL
82.42,76.69,76.05,91.41,3.77,-2.09,NORMAL
74.91,82.93,68.72,83.25,4.03,1.04,NORMAL
75.68,84.46,65.4,79.64,4.73,5.58,NORMAL
77.63,75.72,73.62,90.76,4.85,-5.16,NORMAL
75.88,76.02,72.3,81.61,3.04,3.34,NORMAL
77.21,74.7,72.3,83.83,5.72,1.97,NORMAL
78.09,77.58,73.04,81.34,5.34,-1.65,NORMAL
69.17,65.91,64.67,77.28,2.44,3.54,NORMAL
76.05,72.97,67.67,84.47,4.28,3.69,NORMAL
112.88,87.52,83.44,124.02,12.12,12.35,UNUSUAL_PATTERN
69.02,66.89,64.69,77.65,4.77,1.83,NORMAL
79.27,73.76,75.15,82.13,1.78,2.05,NORMAL
78.92,76.93,68.66,84.77,5.02,1.18,NORMAL
73.87,77.04,67.46,80.83,4.87,1.5,NORMAL
64.26,64.01,55,72.32,6.96,1.73,NORMAL
81.21,83.27,74.12,91.76,7.06,-5.64,NORMAL
86.61,84.89,80.19,95.09,3.97,-0.11,NORMAL
71.8,74.72,62.55,79.71,1,-1.8,NORMAL
78.57,77.58,73.74,82.74,3.91,-0.18,NORMAL
63.79,64.69,56.86,68.96,4.8,0.49,NORMAL
91.24,87.37,84.59,96.12,5.68,2.43,NORMAL
109.14,81.67,75.95,121.34,13.54,7.55,UNUSUAL_PATTERN
114.71,87.74,77.27,122.77,15.5,17.38,UNUSUAL_PATTERN
91.4,93.11,83.81,103.06,3.67,1.1,NORMAL
80.96,82.19,74.99,89.23,4.56,6.25,NORMAL
81.04,81.53,77.46,85.75,5.01,8.6,NORMAL
79.63,81.12,73.37,85.42,2.49,-3.98,NORMAL
92.63,84.47,85.08,99.29,3.88,4.73,NORMAL
84.27,89.44,78.89,94.93,1.53,1.65,NORMAL
88.79,79.9,81.87,92.35,5.82,0.23,NORMAL
82.11,84.25,72.53,87.62,4.93,-4.78,NORMAL
75.77,72.94,71.18,81.32,3.21,-1.16,NORMAL
88.74,84.51,81.27,96.02,3.27,-7.87,NORMAL
73.44,76.6,69.75,76.57,4.22,-0.67,NORMAL
80.1,78.63,73.93,89.45,3.51,-4.42,NORMAL
99.63,94.01,93.25,105,4.89,2.13,NORMAL
82.37,83.9,75.58,88.83,3.69,-3.6,NORMAL
86.19,83.69,78.36,92.72,3.42,0.42,NORMAL
107.59,74.84,39.9,116.66,15.79,8.42,UNUSUAL_PATTERN
124.46,77.46,43.96,116.34,15.68,-10.12,UNUSUAL_PATTERN
78.94,75.96,70.69,89.44,4.63,-5.26,NORMAL
73.99,65.92,65.69,75.34,3.06,-1.64,NORMAL
84.15,78.14,71.78,85.92,3.21,-3.55,NORMAL
77.04,78.29,73.73,83.62,5.55,-0.63,NORMAL
66.52,73.08,60.16,75.34,4.49,3.1,NORMAL
76.37,77.02,69.37,78.34,4.26,0.21,NORMAL
72.09,75.83,68.07,77.54,2.43,2.52,NORMAL
84.62,87.85,74.08,88.9,3.25,-1.16,NORMAL
69.2,70.1,63.37,75.78,4.34,8.73,NORMAL
82.41,77.59,72.3,88.49,6.65,-3.17,NORMAL
69.31,70.24,58.6,72.26,3.33,1.64,NORMAL
72.3,73.47,65.54,82.0,2.39,-5.01,NORMAL
114.57,94.56,78.89,121.65,12.85,8.51,UNUSUAL_PATTERN
103.08,82.21,91.86,127.49,7.4,12.8,UNUSUAL_PATTERN
85.17,86.3,78.41,85.9,3.96,0.3,NORMAL
72.71,71.36,67.05,82.47,1.56,8.92,NORMAL
81.58,85.21,73.89,86.2,2.84,5.73,NORMAL
74.83,67.03,68.59,79.64,2.25,1.42,NORMAL
28.51,67.07,41.98,89.84,11.35,-12.62,UNUSUAL_PATTERN
81.55,83.91,75.7,90.15,2.93,1.94,NORMAL
78.26,76.34,69.67,89.83,1.16,1.29,NORMAL
105.68,85.35,90.32,121.49,9.56,16.09,UNUSUAL_PATTERN
77.06,77.91,70.17,86.3,3.56,-6.0,NORMAL
83.58,86.88,79.54,84.5,4.93,-0.83,NORMAL
88.02,86.42,80.93,90.55,3.89,-1.27,NORMAL
118.82,95.01,69.45,124.75,11.46,18.34,UNUSUAL_PATTERN
64.54,71.46,57.63,69.45,6.39,0.86,NORMAL
73.77,76.02,71.95,82.22,3.54,-2.12,NORMAL
117.31,99.29,75.39,118.61,13.07,9.23,UNUSUAL_PATTERN
70.81,76.81,62.75,77.1,5.6,-5.96,NORMAL
72.37,74.09,65.91,80.44,4.55,1.03,NORMAL
76.76,82.08,66.17,83.95,5.12,0.91,NORMAL
78.55,81.57,73.45,86.94,1.91,-4.93,NORMAL
80.31,82.15,73.91,83.33,6.73,-4.0,NORMAL
86.48,85.13,85.42,91.8,5.04,-3.04,NORMAL
82.31,77.57,73.55,83.06,3.78,7.92,NORMAL
52.12,63.15,42.24,94.07,10.08,-20.23,UNUSUAL_PATTERN
69.28,71.53,62.64,74.36,3.64,5.83,NORMAL
90.48,87.81,85.95,95.7,3.44,1.33,NORMAL
70.05,73.81,64.8,79.58,4.83,-7.31,NORMAL
77.66,76.14,69.69,85.24,2.97,-0.68,NORMAL
75.3,76.67,72.13,84.45,5.1,3.71,NORMAL
70.77,75.45,63.35,82.76,4.84,-3.24,NORMAL
78.94,74.9,67.57,87.26,2.77,-4.04,NORMAL
79.82,72.64,72.98,88.5,5.65,0.84,NORMAL
74.63,78.16,71.46,85.3,3.88,-0.64,NORMAL
60.62,65.86,35.79,85.26,18.07,-11.34,UNUSUAL_PATTERN
109.6,82.03,49.82,120.43,12.33,-19.11,UNUSUAL_PATTERN
49.35,64.24,39.6,87.18,7.73,-17.95,UNUSUAL_PATTERN
75.56,75.49,68.52,83.5,3.74,-0.14,NORMAL
67.19,71.32,59.3,73.32,1.39,3.16,NORMAL
94.15,82.03,87.95,104.55,3.23,-0.39,NORMAL
74.34,75.4,71.31,84.35,6.37,-3.18,NORMAL
76.37,70.74,68.38,85.04,4.37,2.35,NORMAL
74.61,79.4,69.39,80.82,2.56,0.38,NORMAL
65.17,66.44,60.35,68.99,2.91,3.41,NORMAL
86.84,82.84,79.92,97.15,5.11,-0.39,NORMAL
77.26,81.91,68.75,84.48,5.15,-2.98,NORMAL
79.44,85.28,73.21,84.72,2.47,5.73,NORMAL
95.11,86.14,87.14,103.39,4.58,-0.78,NORMAL
61.41,70.09,57.07,71.71,6.04,13.27,NORMAL
77.85,79.73,72.04,84.55,1.8,-4.2,NORMAL
61.04,63.97,55,71.97,2.48,-0.73,NORMAL
75.27,77.84,69.95,82.14,6.53,-0.9,NORMAL
78.59,79.15,73.51,85.42,4.41,-2.93,NORMAL
74.47,76.96,72.91,82.09,6.42,0.46,NORMAL
60.3,67.73,58.51,65.63,4.4,1.13,NORMAL
83.33,82.3,77.67,94.18,4.3,3.38,NORMAL
86.74,83.19,77.42,96.55,3.42,-0.11,NORMAL
84.01,82.7,78.74,89.74,4.16,2.01,NORMAL
78.08,77.22,69.9,86.07,5.31,-1.48,NORMAL
80.61,76.53,68.96,87.09,5.87,-1.95,NORMAL
52.91,69.23,42.01,80.92,8.45,-19.55,UNUSUAL_PATTERN
78.71,74.21,76.83,86.31,5.61,2.11,NORMAL
71.55,73.41,65.06,80.3,5.13,-2.33,NORMAL
51.03,86.17,36.37,112.05,7.26,-29.94,UNUSUAL_PATTERN
75.62,80.21,70.56,84.03,5.54,2.13,NORMAL
81.26,82.01,74.96,88.91,2.91,4.89,NORMAL
71.16,79.7,61.45,83.71,2.1,-1.08,NORMAL
87.91,81.79,82.6,91.82,3.79,4.47,NORMAL
73.65,75.59,65.96,83.81,5.0,2.04,NORMAL
53.0,72.58,41.61,79.64,11.24,-14.35,UNUSUAL_PATTERN
93.47,91.04,91.74,101.78,3.15,3.51,NORMAL
80.56,75.19,75.52,87.05,3.34,3.13,NORMAL
79.69,78.16,75.39,90.33,3.4,2.25,NORMAL
86.53,88.3,80.7,95.72,1.71,-5.35,NORMAL
75.56,72.78,67.96,82.35,2.07,1.97,NORMAL
83.25,81.89,77.18,88.97,4.25,1.61,NORMAL
76.72,75.64,72.81,77.23,2.78,-2.93,NORMAL
42.97,62.01,52.95,75.51,6.1,-1.57,UNUSUAL_PATTERN
80.42,75.42,71.81,90.4,3.1,7.63,NORMAL
69.77,74.69,60.82,74.11,6.02,6.48,NORMAL
90.77,86.91,85.35,100.87,6.01,-1.73,NORMAL
76.2,71.04,72.31,82.63,3.91,0.36,NORMAL
92.19,88.91,88.69,98.31,5.12,-7.71,NORMAL
84.09,78.01,78.36,92.82,2.37,0.58,NORMAL
67.18,65.01,61.81,72.58,1.12,4.14,NORMAL
68.68,71.98,62.59,74.75,3.53,-3.67,NORMAL
81.06,82.61,74.09,89.51,1.83,-3.62,NORMAL
119.73,75.72,44.27,115.4,20.9,-18.38,UNUSUAL_PATTERN
75.1,76.21,65.82,79.25,2.0,-0.5,NORMAL
72.74,78.29,67.27,82.71,4.03,0.39,NORMAL
80.45,85.66,73.69,90.33,2.29,-2.63,NORMAL
66.92,67.33,58.72,71.88,4.48,-5.9,NORMAL
81.55,77.65,77.32,90.86,2.55,13.47,NORMAL
75.56,70.51,68.25,81.89,1.39,-7.33,NORMAL
81.41,87.07,76.01,89.68,4.54,-3.89,NORMAL
68.63,66.99,58.25,72.19,4.1,-2.47,NORMAL
82.81,82.68,77.65,91.13,3.21,0.32,NORMAL
75.33,73.53,70.2,80.28,6.83,1.14,NORMAL
79.61,82.21,73.95,90.46,6.37,8.29,NORMAL
75.39,75.83,69.93,84.95,4.83,-0.27,NORMAL
100,94.46,94.08,102.43,4.0,-2.52,NORMAL
87.99,86.59,80.58,95.77,5.55,7.99,NORMAL
50.83,67.28,41.35,79.8,9.16,-17.52,UNUSUAL_PATTERN
108.57,81.95,76.94,121.75,15.91,19.6,UNUSUAL_PATTERN
75.42,78.4,69.73,84.11,5.38,-5.03,NORMAL
76.45,77.7,72.33,83.85,4.22,-6.34,NORMAL
79.93,78.67,76.39,83.97,6.86,0.45,NORMAL
46.83,68.3,34.7,90.37,10.86,-20.63,UNUSUAL_PATTERN
119.59,97.11,81.34,126.25,17.83,16.18,UNUSUAL_PATTERN
106.91,99.81,80.05,119.72,7.07,13.02,UNUSUAL_PATTERN
52.94,53.2,41.01,75.24,15.83,-7.64,UNUSUAL_PATTERN
91.49,83.55,85.96,99.81,2.12,-1.71,NORMAL
77.14,79.47,72.34,83.56,5.07,-1.3,NORMAL
73.17,79.2,58.27,76.18,3.49,3.81,NORMAL
48.03,66.15,39.38,76.75,13.79,-11.19,UNUSUAL_PATTERN
78.55,79.89,77.0,85.28,6.35,5.66,NORMAL
47.18,55.3,44.7,92.94,12.74,-9.64,UNUSUAL_PATTERN
109.86,101.07,77.93,120.96,11.44,14.63,UNUSUAL_PATTERN
77.18,79.24,72.11,87.08,3.63,-0.16,NORMAL
70.72,74.83,62.34,79.29,1,11.27,NORMAL
80.78,79.17,80.75,85.76,4.13,-1.92,NORMAL
75.56,65.91,70.46,79.28,3.93,4.28,NORMAL
75.48,71.48,67.28,83.88,5.51,-0.33,NORMAL
70.06,78.29,64.27,74.62,3.76,-2.59,NORMAL
82.85,82.56,75.79,91.93,3.98,-0.82,NORMAL
115.81,99.27,95.81,118.66,15.73,17.36,UNUSUAL_PATTERN
114.65,105.91,70.77,116.83,12.74,16.02,UNUSUAL_PATTERN
65.37,69.62,57.97,75.29,5.12,-0.59,NORMAL
43.52,95.74,45.26,117.89,18.46,17.82,UNUSUAL_PATTERN
95.42,91.31,91.68,105,2.09,-1.05,NORMAL
67.01,70.59,61.86,74.36,3.61,-2.38,NORMAL
60.84,73.18,56.71,70.19,3.94,9.63,NORMAL
70.62,73.37,65.27,78.33,2.32,0.68,NORMAL
60.32,62.24,57.29,69.2,5.22,2.33,NORMAL
46.41,67.45,36.26,74.81,15.24,-14.37,UNUSUAL_PATTERN
83.73,87.35,73.77,86.42,3.25,5.33,NORMAL
83.77,85.23,80.19,89.14,4.06,4.44,NORMAL
71.1,70.59,62.92,73.68,7.14,3.28,NORMAL
112.42,74.88,45.55,114.47,15.77,-15.98,UNUSUAL_PATTERN
60,65.75,55.84,67.78,3.37,1.85,NORMAL
60.83,58.88,44.2,82.52,8.86,-3.16,UNUSUAL_PATTERN
62.94,71.28,55,69.21,5.64,1.44,NORMAL
84.09,81.76,78.4,87.84,4.84,2.4,NORMAL
85.11,88.49,84.83,93.22,5.01,-0.37,NORMAL
87.45,81.55,83.95,92.75,4.28,-4.86,NORMAL
60.06,69.64,55,67.95,5.59,5.1,NORMAL
77.84,83.52,68.65,84.0,1,-6.12,NORMAL
52.97,63.28,39.98,88.26,10.73,-16.05,UNUSUAL_PATTERN
72.6,72.85,64.42,80.47,5.12,4.21,NORMAL
77.18,77.06,69.1,85.96,3.24,3.17,NORMAL
72.55,78.23,66.66,83.49,4.17,3.59,NORMAL
73.9,68.91,68.72,79.44,4.55,2.85,NORMAL
75.96,75.56,70.9,79.47,3.34,-9.8,NORMAL
100,91.26,96.13,104.02,5.06,3.94,NORMAL
72.76,78.51,65.82,79.19,5.24,-2.85,NORMAL
81.81,82.99,76.01,90.32,5.67,-0.89,NORMAL
68.98,68.45,62.4,73.52,2.72,-1.2,NORMAL
74.17,81.71,65.43,84.62,3.21,0.95,NORMAL
81.82,77.18,71.97,88.46,3.92,-1.33,NORMAL
70.94,73.88,65.03,77.29,5.25,-4.01,NORMAL
79.03,75.57,73.2,85.63,5.11,4.88,NORMAL
72.04,79.5,68.77,81.18,2.65,0.66,NORMAL
82.77,81.33,74.94,89.05,2.19,-5.59,NORMAL
90.85,81.98,85.24,98.72,2.64,-8.84,NORMAL
80.94,78.53,73.02,86.86,3.65,2.0,NORMAL
70.39,74.48,65.22,74.4,3.45,3.67,NORMAL
86.75,86.07,82.96,91.83,5.02,4.57,NORMAL
81.29,81.39,76.97,88.69,3.39,2.91,NORMAL
68.72,72.22,62.03,76.05,3.26,-1.25,NORMAL
76.75,73.47,75.54,83.66,2.42,-2.48,NORMAL
110.62,83.85,48.99,115.52,21.43,-7.17,UNUSUAL_PATTERN
64.47,67.77,64.05,70.06,4.15,3.22,NORMAL
120.83,94.75,71.74,121.09,10.88,13.05,UNUSUAL_PATTERN
78.08,76.98,74.2,89.14,4.04,5.57,NORMAL
73.98,77.9,63.96,83.32,3.72,2.44,NORMAL
97.49,101.12,90.73,103.37,1,-7.71,NORMAL
73.5,80.64,65.38,84.62,3.54,-2.1,NORMAL
46.17,65.61,45.11,117.88,17.39,-10.32,UNUSUAL_PATTERN
73.41,72.42,68.61,76.15,6.66,0.39,NORMAL
76.83,79.31,74.31,82.26,4.02,-2.36,NORMAL
79.84,74.46,76.12,82.06,2.03,0.71,NORMAL
64.87,72.5,55.01,72.0,3.97,-1.9,NORMAL
44.14,72.11,42.09,77.1,4.2,-15.54,UNUSUAL_PATTERN
111.83,105.21,75.72,116.08,10.68,15.43,UNUSUAL_PATTERN
107.18,93.12,69.59,121.01,9.72,19.25,UNUSUAL_PATTERN
86.99,87.76,75.58,93.18,5.13,6.17,NORMAL
67.3,70.63,61.44,72.19,3.37,-3.46,NORMAL
43.93,57.49,43.71,84.66,10.77,-12.84,UNUSUAL_PATTERN
87.57,80.0,83.05,92.09,2.74,2.77,NORMAL
117.55,89.25,73.72,123.04,7.05,20.12,UNUSUAL_PATTERN
89.82,90.35,87.15,95.51,3.22,6.48,NORMAL
42.97,74.67,42.14,78.92,7.53,-15.34,UNUSUAL_PATTERN
60,67.28,55,63.1,3.91,1.23,NORMAL
70.26,76.26,58.3,76.77,4.79,5.34,NORMAL
74.69,75.6,69.53,79.24,4.26,-5.96,NORMAL
70.01,70.8,66.09,75.97,4.13,4.08,NORMAL
77.51,79.87,67.1,84.37,4.95,-3.8,NORMAL
81.14,79.12,74.55,86.09,2.77,7.31,NORMAL
76.06,75.57,68.11,84.05,4.43,-4.82,NORMAL
73.11,70.69,63.29,83.07,3.42,3.27,NORMAL
81.48,79.78,78.71,90.75,6.76,-3.34,NORMAL
105.7,103.87,71.97,117.98,7.63,13.4,UNUSUAL_PATTERN
72.47,67.33,67.27,81.89,2.34,-9.31,NORMAL
73.38,71.52,66.8,82.65,4.24,-2.5,NORMAL
81.83,76.05,75.65,87.6,3.04,0.22,NORMAL
72.97,75.83,66.71,82.08,2.5,7.45,NORMAL
53.1,60.79,43.01,88.35,12.25,-14.8,UNUSUAL_PATTERN
90.73,82.55,85.65,100.47,6.18,1.97,NORMAL
74.69,81.52,68.76,79.74,3.99,5.4,NORMAL
85.53,88.31,81.9,92.63,5.69,2.38,NORMAL
81.75,80.36,76.86,86.16,4.4,-3.98,NORMAL
58.71,75.7,44.73,116.28,14.22,-22.53,UNUSUAL_PATTERN
85.92,77.73,79.46,91.53,4.28,3.12,NORMAL
70.55,70.94,68.03,78.27,3.74,-1.19,NORMAL
81.83,81.63,75.24,89.85,4.7,-4.27,NORMAL
81.57,76.07,75.33,88.55,4.66,2.14,NORMAL
81.91,79.4,73.49,91.01,6.09,2.52,NORMAL
75.49,73.65,69.72,80.02,1.96,-8.38,NORMAL
77.76,79.57,77.12,88.64,2.24,-4.41,NORMAL
51.61,68.79,42.43,81.76,14.6,-10.61,UNUSUAL_PATTERN
74.62,76.4,70.13,84.22,4.92,-0.13,NORMAL
78.6,72.29,68.18,82.24,3.96,-2.3,NORMAL
74.74,73.74,68.12,78.92,5.94,2.6,NORMAL
91.1,82.17,81.19,96.93,3.75,-8.32,NORMAL
49.29,70.22,40.04,83.85,11.63,-16.73,UNUSUAL_PATTERN
51.47,65.22,47.01,82.8,10.53,-2.31,UNUSUAL_PATTERN
66.33,69.81,57.53,79.7,5.14,-0.35,NORMAL
82.33,79.88,76.82,91.13,3.44,-6.12,NORMAL
53.21,64.33,45.74,77.13,17.62,-15.25,UNUSUAL_PATTERN
89.5,85.94,84.29,99.63,2.49,-8.77,NORMAL
40.52,71.87,51.13,115.84,23.2,38.69,UNUSUAL_PATTERN
85.4,85.04,78.91,91.53,3.26,-0.07,NORMAL
91.18,92.47,89.06,96.5,3.77,-6.33,NORMAL
73.24,78.21,66.19,81.13,6.15,-1.54,NORMAL
78.19,81.24,73.43,82.35,2.05,2.62,NORMAL
76.18,74.9,66.95,84.88,5.81,-1.48,NORMAL
78.11,77.01,75.83,86.68,5.1,3.92,NORMAL
73.24,78.66,70.51,82.92,2.9,-2.75,NORMAL
113.68,80.28,46.09,106.48,15.64,41.43,UNUSUAL_PATTERN
